naics	susb_statenaics_firms	yr	state
22	41	2009	KS
23	647	2009	KS
31	986	2009	KS
42	1040	2009	KS
44	1139	2009	KS
48	388	2009	KS
51	259	2009	KS
52	599	2009	KS
53	218	2009	KS
54	703	2009	KS
55	380	2009	KS
56	543	2009	KS
61	173	2009	KS
62	1173	2009	KS
71	168	2009	KS
72	1156	2009	KS
81	577	2009	KS
99	0	2009	KS
11	22	2009	KY
21	191	2009	KY
22	40	2009	KY
23	762	2009	KY
31	1352	2009	KY
42	1071	2009	KY
44	1381	2009	KY
48	517	2009	KY
51	251	2009	KY
52	520	2009	KY
53	273	2009	KY
54	721	2009	KY
55	401	2009	KY
56	602	2009	KY
61	188	2009	KY
62	1319	2009	KY
71	220	2009	KY
72	1543	2009	KY
81	685	2009	KY
99	0	2009	KY
11	43	2009	LA
21	356	2009	LA
22	41	2009	LA
23	1054	2009	LA
31	954	2009	LA
42	1213	2009	LA
44	1491	2009	LA
48	640	2009	LA
51	218	2009	LA
52	554	2009	LA
53	366	2009	LA
54	993	2009	LA
55	383	2009	LA
56	797	2009	LA
61	326	2009	LA
62	1733	2009	LA
71	211	2009	LA
72	1682	2009	LA
81	840	2009	LA
99	1	2009	LA
11	39	2009	ME
21	4	2009	ME
22	20	2009	ME
23	218	2009	ME
31	398	2009	ME
42	369	2009	ME
44	654	2009	ME
48	174	2009	ME
51	125	2009	ME
52	232	2009	ME
53	103	2009	ME
54	320	2009	ME
55	151	2009	ME
56	244	2009	ME
61	96	2009	ME
62	563	2009	ME
71	81	2009	ME
72	530	2009	ME
81	191	2009	ME
99	0	2009	ME
11	8	2009	MD
21	26	2009	MD
22	28	2009	MD
23	1618	2009	MD
31	925	2009	MD
42	1339	2009	MD
44	1577	2009	MD
48	619	2009	MD
51	400	2009	MD
52	694	2009	MD
53	516	2009	MD
54	2076	2009	MD
55	532	2009	MD
56	1295	2009	MD
61	476	2009	MD
62	1772	2009	MD
71	348	2009	MD
72	1898	2009	MD
81	1199	2009	MD
99	1	2009	MD
11	6	2009	MA
21	20	2009	MA
22	38	2009	MA
23	1071	2009	MA
31	2045	2009	MA
42	1843	2009	MA
44	1887	2009	MA
48	693	2009	MA
51	637	2009	MA
52	1067	2009	MA
53	455	2009	MA
54	2197	2009	MA
55	700	2009	MA
56	1248	2009	MA
61	659	2009	MA
62	2264	2009	MA
71	492	2009	MA
72	2395	2009	MA
81	1089	2009	MA
99	1	2009	MA
11	37	2009	MI
21	82	2009	MI
22	44	2009	MI
23	1176	2009	MI
31	3436	2009	MI
42	2152	2009	MI
44	2480	2009	MI
48	810	2009	MI
51	454	2009	MI
52	932	2009	MI
53	552	2009	MI
54	2021	2009	MI
55	934	2009	MI
56	1848	2009	MI
61	423	2009	MI
62	2861	2009	MI
71	508	2009	MI
72	3214	2009	MI
81	1549	2009	MI
99	4	2009	MI
11	33	2009	MN
21	25	2009	MN
22	70	2009	MN
23	859	2009	MN
31	2104	2009	MN
42	1727	2009	MN
44	1901	2009	MN
48	713	2009	MN
51	452	2009	MN
52	835	2009	MN
53	420	2009	MN
54	1384	2009	MN
55	692	2009	MN
56	900	2009	MN
61	450	2009	MN
62	2019	2009	MN
71	320	2009	MN
72	2176	2009	MN
81	1244	2009	MN
99	2	2009	MN
11	39	2009	MS
21	88	2009	MS
22	47	2009	MS
23	485	2009	MS
31	829	2009	MS
42	719	2009	MS
44	1002	2009	MS
48	372	2009	MS
51	128	2009	MS
52	349	2009	MS
53	159	2009	MS
54	420	2009	MS
55	219	2009	MS
56	361	2009	MS
61	161	2009	MS
62	785	2009	MS
71	84	2009	MS
72	891	2009	MS
81	430	2009	MS
99	0	2009	MS
11	21	2009	MO
21	52	2009	MO
22	65	2009	MO
23	1197	2009	MO
31	1703	2009	MO
42	1804	2009	MO
44	1991	2009	MO
48	686	2009	MO
51	374	2009	MO
52	886	2009	MO
53	454	2009	MO
54	1288	2009	MO
55	727	2009	MO
56	963	2009	MO
61	389	2009	MO
62	2024	2009	MO
71	330	2009	MO
72	2367	2009	MO
81	1196	2009	MO
99	0	2009	MO
11	11	2009	MT
21	71	2009	MT
22	29	2009	MT
23	199	2009	MT
31	196	2009	MT
42	332	2009	MT
44	536	2009	MT
48	144	2009	MT
51	90	2009	MT
52	210	2009	MT
53	80	2009	MT
54	236	2009	MT
55	92	2009	MT
56	155	2009	MT
61	56	2009	MT
62	363	2009	MT
71	112	2009	MT
72	586	2009	MT
81	160	2009	MT
99	0	2009	MT
11	16	2009	NE
21	21	2009	NE
22	18	2009	NE
23	414	2009	NE
31	549	2009	NE
42	740	2009	NE
44	829	2009	NE
48	283	2009	NE
51	190	2009	NE
52	378	2009	NE
53	156	2009	NE
54	446	2009	NE
55	244	2009	NE
56	336	2009	NE
61	129	2009	NE
62	740	2009	NE
71	138	2009	NE
72	802	2009	NE
81	416	2009	NE
99	0	2009	NE
11	0	2009	NV
21	58	2009	NV
22	24	2009	NV
23	882	2009	NV
31	479	2009	NV
42	803	2009	NV
44	985	2009	NV
48	366	2009	NV
51	180	2009	NV
52	486	2009	NV
53	308	2009	NV
54	751	2009	NV
55	325	2009	NV
56	726	2009	NV
61	121	2009	NV
62	644	2009	NV
71	228	2009	NV
72	998	2009	NV
81	379	2009	NV
99	0	2009	NV
11	5	2009	NH
21	4	2009	NH
22	24	2009	NH
23	271	2009	NH
31	583	2009	NH
42	492	2009	NH
44	749	2009	NH
48	134	2009	NH
51	156	2009	NH
52	277	2009	NH
53	119	2009	NH
54	406	2009	NH
55	140	2009	NH
56	272	2009	NH
61	139	2009	NH
62	494	2009	NH
71	128	2009	NH
72	612	2009	NH
81	221	2009	NH
99	0	2009	NH
11	8	2009	NJ
21	27	2009	NJ
22	38	2009	NJ
23	1427	2009	NJ
31	2330	2009	NJ
42	2813	2009	NJ
44	2174	2009	NJ
48	1217	2009	NJ
51	539	2009	NJ
52	1016	2009	NJ
53	567	2009	NJ
54	2583	2009	NJ
55	839	2009	NJ
56	1619	2009	NJ
61	737	2009	NJ
62	2909	2009	NJ
71	538	2009	NJ
72	2314	2009	NJ
81	1459	2009	NJ
99	0	2009	NJ
11	4	2009	NM
21	198	2009	NM
22	31	2009	NM
23	529	2009	NM
31	280	2009	NM
42	543	2009	NM
44	763	2009	NM
48	236	2009	NM
51	135	2009	NM
52	287	2009	NM
53	162	2009	NM
54	478	2009	NM
55	149	2009	NM
56	318	2009	NM
61	128	2009	NM
62	707	2009	NM
71	108	2009	NM
72	843	2009	NM
81	358	2009	NM
99	0	2009	NM
11	23	2009	NY
21	60	2009	NY
22	71	2009	NY
23	3073	2009	NY
31	3984	2009	NY
42	4240	2009	NY
44	4341	2009	NY
48	1655	2009	NY
51	1364	2009	NY
52	2225	2009	NY
53	1456	2009	NY
54	4469	2009	NY
55	1528	2009	NY
56	2968	2009	NY
61	1741	2009	NY
62	5563	2009	NY
71	1235	2009	NY
72	5436	2009	NY
81	2973	2009	NY
99	2	2009	NY
11	37	2009	NC
21	29	2009	NC
22	59	2009	NC
23	1944	2009	NC
31	2706	2009	NC
42	2165	2009	NC
44	2313	2009	NC
48	842	2009	NC
51	445	2009	NC
52	801	2009	NC
53	546	2009	NC
54	1784	2009	NC
55	894	2009	NC
56	1432	2009	NC
61	471	2009	NC
62	3175	2009	NC
71	540	2009	NC
72	3068	2009	NC
81	1429	2009	NC
99	0	2009	NC
11	6	2009	ND
21	83	2009	ND
22	23	2009	ND
23	183	2009	ND
31	212	2009	ND
42	401	2009	ND
44	481	2009	ND
48	155	2009	ND
51	83	2009	ND
52	172	2009	ND
53	77	2009	ND
54	148	2009	ND
55	79	2009	ND
56	129	2009	ND
61	52	2009	ND
62	279	2009	ND
71	56	2009	ND
72	408	2009	ND
81	158	2009	ND
99	0	2009	ND
11	20	2009	OH
21	110	2009	OH
22	75	2009	OH
23	1707	2009	OH
31	4573	2009	OH
42	2883	2009	OH
44	2864	2009	OH
48	1167	2009	OH
51	537	2009	OH
52	1024	2009	OH
53	676	2009	OH
54	2323	2009	OH
55	1191	2009	OH
56	1853	2009	OH
61	761	2009	OH
62	3894	2009	OH
71	572	2009	OH
72	3738	2009	OH
81	2062	2009	OH
99	0	2009	OH
11	8	2009	OK
21	362	2009	OK
22	59	2009	OK
23	729	2009	OK
31	1012	2009	OK
42	1041	2009	OK
44	1137	2009	OK
48	456	2009	OK
51	211	2009	OK
52	536	2009	OK
53	268	2009	OK
54	678	2009	OK
55	383	2009	OK
56	594	2009	OK
61	158	2009	OK
62	1295	2009	OK
71	184	2009	OK
72	1327	2009	OK
81	669	2009	OK
99	0	2009	OK
11	137	2009	OR
21	23	2009	OR
22	38	2009	OR
23	746	2009	OR
31	1262	2009	OR
42	1231	2009	OR
44	1311	2009	OR
48	504	2009	OR
51	290	2009	OR
52	494	2009	OR
53	330	2009	OR
54	942	2009	OR
55	439	2009	OR
56	660	2009	OR
61	255	2009	OR
62	1143	2009	OR
71	243	2009	OR
72	1463	2009	OR
81	632	2009	OR
99	0	2009	OR
11	24	2009	PA
21	197	2009	PA
22	77	2009	PA
23	2153	2009	PA
31	4336	2009	PA
42	2999	2009	PA
44	3596	2009	PA
48	1401	2009	PA
51	678	2009	PA
52	1202	2009	PA
53	717	2009	PA
54	2871	2009	PA
55	1227	2009	PA
56	1946	2009	PA
61	991	2009	PA
62	4249	2009	PA
71	768	2009	PA
72	3768	2009	PA
81	2251	2009	PA
99	0	2009	PA
11	1	2009	RI
21	3	2009	RI
22	5	2009	RI
23	155	2009	RI
31	436	2009	RI
42	385	2009	RI
44	451	2009	RI
48	106	2009	RI
51	87	2009	RI
52	202	2009	RI
53	112	2009	RI
54	285	2009	RI
55	109	2009	RI
56	250	2009	RI
61	109	2009	RI
62	472	2009	RI
71	84	2009	RI
72	516	2009	RI
81	193	2009	RI
99	0	2009	RI
11	38	2009	SC
21	19	2009	SC
22	39	2009	SC
23	875	2009	SC
31	1304	2009	SC
42	1054	2009	SC
44	1275	2009	SC
48	510	2009	SC
51	217	2009	SC
52	483	2009	SC
53	342	2009	SC
54	790	2009	SC
55	355	2009	SC
56	751	2009	SC
61	229	2009	SC
62	1258	2009	SC
71	298	2009	SC
72	1800	2009	SC
81	843	2009	SC
99	0	2009	SC
11	6	2009	SD
21	13	2009	SD
22	30	2009	SD
23	185	2009	SD
31	276	2009	SD
42	396	2009	SD
44	514	2009	SD
48	128	2009	SD
51	92	2009	SD
52	196	2009	SD
53	75	2009	SD
54	153	2009	SD
55	118	2009	SD
56	136	2009	SD
61	60	2009	SD
62	340	2009	SD
71	74	2009	SD
72	466	2009	SD
81	150	2009	SD
99	1	2009	SD
11	16	2009	TN
21	48	2009	TN
22	42	2009	TN
23	1154	2009	TN
31	1915	2009	TN
42	1644	2009	TN
44	1769	2009	TN
48	769	2009	TN
51	351	2009	TN
52	766	2009	TN
53	413	2009	TN
54	1089	2009	TN
55	675	2009	TN
56	1009	2009	TN
61	311	2009	TN
62	1700	2009	TN
71	308	2009	TN
72	2036	2009	TN
81	1122	2009	TN
99	1	2009	TN
11	66	2009	TX
21	1036	2009	TX
22	183	2009	TX
23	4983	2009	TX
31	5226	2009	TX
42	4994	2009	TX
44	4510	2009	TX
48	2246	2009	TX
51	1040	2009	TX
52	2113	2009	TX
53	1374	2009	TX
54	4538	2009	TX
55	2137	2009	TX
56	3756	2009	TX
61	1109	2009	TX
62	6387	2009	TX
71	876	2009	TX
72	7449	2009	TX
81	3949	2009	TX
99	4	2009	TX
11	4	2009	UT
21	114	2009	UT
22	17	2009	UT
23	667	2009	UT
31	845	2009	UT
42	895	2009	UT
44	976	2009	UT
48	361	2009	UT
51	282	2009	UT
52	440	2009	UT
53	238	2009	UT
54	805	2009	UT
55	271	2009	UT
56	527	2009	UT
61	169	2009	UT
62	656	2009	UT
71	138	2009	UT
72	963	2009	UT
81	342	2009	UT
99	1	2009	UT
11	2	2009	VT
21	8	2009	VT
22	12	2009	VT
23	113	2009	VT
31	245	2009	VT
42	254	2009	VT
44	476	2009	VT
48	93	2009	VT
51	94	2009	VT
52	139	2009	VT
53	59	2009	VT
54	168	2009	VT
55	63	2009	VT
56	114	2009	VT
61	77	2009	VT
62	292	2009	VT
71	44	2009	VT
72	328	2009	VT
81	102	2009	VT
99	0	2009	VT
11	26	2009	VA
21	94	2009	VA
22	51	2009	VA
23	1846	2009	VA
31	1528	2009	VA
42	1502	2009	VA
44	2098	2009	VA
48	771	2009	VA
51	575	2009	VA
52	794	2009	VA
53	591	2009	VA
54	2881	2009	VA
55	717	2009	VA
56	1544	2009	VA
61	533	2009	VA
62	2269	2009	VA
71	464	2009	VA
72	2517	2009	VA
81	1643	2009	VA
99	1	2009	VA
11	120	2009	WA
21	38	2009	WA
22	34	2009	WA
23	1523	2009	WA
31	1745	2009	WA
42	1801	2009	WA
44	1997	2009	WA
48	830	2009	WA
51	517	2009	WA
52	737	2009	WA
53	503	2009	WA
54	1679	2009	WA
55	624	2009	WA
56	970	2009	WA
61	413	2009	WA
62	1890	2009	WA
71	466	2009	WA
72	2178	2009	WA
81	1086	2009	WA
99	0	2009	WA
11	10	2009	WV
21	157	2009	WV
22	24	2009	WV
23	293	2009	WV
31	440	2009	WV
42	444	2009	WV
44	707	2009	WV
48	206	2009	WV
51	98	2009	WV
52	216	2009	WV
53	112	2009	WV
54	354	2009	WV
55	146	2009	WV
56	264	2009	WV
61	66	2009	WV
62	663	2009	WV
71	77	2009	WV
72	626	2009	WV
81	281	2009	WV
99	0	2009	WV
11	23	2009	WI
21	35	2009	WI
22	42	2009	WI
23	858	2009	WI
31	2914	2009	WI
42	1586	2009	WI
44	2042	2009	WI
48	833	2009	WI
51	370	2009	WI
52	786	2009	WI
53	308	2009	WI
54	1126	2009	WI
55	608	2009	WI
56	866	2009	WI
61	386	2009	WI
62	1837	2009	WI
71	386	2009	WI
72	2409	2009	WI
81	1141	2009	WI
99	0	2009	WI
11	2	2009	WY
21	174	2009	WY
22	26	2009	WY
23	202	2009	WY
31	125	2009	WY
42	232	2009	WY
44	374	2009	WY
48	128	2009	WY
51	80	2009	WY
52	122	2009	WY
53	73	2009	WY
54	150	2009	WY
55	58	2009	WY
56	101	2009	WY
61	26	2009	WY
62	241	2009	WY
71	42	2009	WY
72	352	2009	WY
81	96	2009	WY
99	2	2009	WY
11	59	2010	AL
21	84	2010	AL
22	43	2010	AL
23	877	2010	AL
31	1408	2010	AL
42	1182	2010	AL
44	1411	2010	AL
48	523	2010	AL
51	250	2010	AL
52	544	2010	AL
53	299	2010	AL
54	908	2010	AL
55	409	2010	AL
56	723	2010	AL
61	201	2010	AL
62	1315	2010	AL
71	180	2010	AL
72	1290	2010	AL
81	810	2010	AL
99	0	2010	AL
11	8	2010	AK
21	41	2010	AK
22	19	2010	AK
23	162	2010	AK
31	75	2010	AK
42	215	2010	AK
44	289	2010	AK
48	149	2010	AK
51	61	2010	AK
52	96	2010	AK
53	71	2010	AK
54	233	2010	AK
55	87	2010	AK
56	150	2010	AK
61	38	2010	AK
62	263	2010	AK
71	48	2010	AK
72	274	2010	AK
81	111	2010	AK
99	0	2010	AK
11	17	2010	AZ
21	51	2010	AZ
22	35	2010	AZ
23	1227	2010	AZ
31	1084	2010	AZ
42	1348	2010	AZ
44	1397	2010	AZ
48	593	2010	AZ
51	351	2010	AZ
52	667	2010	AZ
53	477	2010	AZ
54	1296	2010	AZ
55	524	2010	AZ
56	1209	2010	AZ
61	407	2010	AZ
62	1526	2010	AZ
71	311	2010	AZ
72	2007	2010	AZ
81	864	2010	AZ
99	0	2010	AZ
11	56	2010	AR
21	114	2010	AR
22	32	2010	AR
23	460	2010	AR
31	827	2010	AR
42	855	2010	AR
44	882	2010	AR
48	357	2010	AR
51	166	2010	AR
52	329	2010	AR
53	182	2010	AR
54	409	2010	AR
55	268	2010	AR
56	381	2010	AR
61	131	2010	AR
62	937	2010	AR
71	115	2010	AR
72	1071	2010	AR
81	459	2010	AR
99	1	2010	AR
11	216	2010	CA
21	184	2010	CA
22	87	2010	CA
23	5714	2010	CA
31	8985	2010	CA
42	7603	2010	CA
44	6293	2010	CA
48	2767	2010	CA
51	2093	2010	CA
52	2539	2010	CA
53	2198	2010	CA
54	7623	2010	CA
55	2728	2010	CA
56	5025	2010	CA
61	2340	2010	CA
62	7782	2010	CA
71	1832	2010	CA
72	11030	2010	CA
81	4887	2010	CA
99	4	2010	CA
11	13	2010	CO
21	217	2010	CO
22	57	2010	CO
23	1139	2010	CO
31	1023	2010	CO
42	1397	2010	CO
44	1398	2010	CO
48	523	2010	CO
51	473	2010	CO
52	713	2010	CO
53	468	2010	CO
54	1618	2010	CO
55	587	2010	CO
56	1037	2010	CO
61	351	2010	CO
62	1426	2010	CO
71	311	2010	CO
72	2170	2010	CO
81	948	2010	CO
99	1	2010	CO
11	2	2010	CT
21	11	2010	CT
22	38	2010	CT
23	519	2010	CT
31	1233	2010	CT
42	1013	2010	CT
44	1234	2010	CT
48	364	2010	CT
51	307	2010	CT
52	660	2010	CT
53	244	2010	CT
54	913	2010	CT
55	424	2010	CT
56	639	2010	CT
61	293	2010	CT
62	1431	2010	CT
71	284	2010	CT
72	1263	2010	CT
81	616	2010	CT
99	0	2010	CT
11	2	2010	DE
21	1	2010	DE
22	11	2010	DE
23	214	2010	DE
31	186	2010	DE
42	295	2010	DE
44	530	2010	DE
48	132	2010	DE
51	78	2010	DE
52	315	2010	DE
53	166	2010	DE
54	360	2010	DE
55	504	2010	DE
56	262	2010	DE
61	78	2010	DE
62	382	2010	DE
71	67	2010	DE
72	390	2010	DE
81	208	2010	DE
99	0	2010	DE
11	0	2010	DC
21	2	2010	DC
22	32	2010	DC
23	82	2010	DC
31	14	2010	DC
42	122	2010	DC
44	286	2010	DC
48	74	2010	DC
51	218	2010	DC
52	256	2010	DC
53	163	2010	DC
54	991	2010	DC
55	145	2010	DC
56	321	2010	DC
61	184	2010	DC
62	381	2010	DC
71	58	2010	DC
72	533	2010	DC
81	829	2010	DC
99	1	2010	DC
11	106	2010	FL
21	53	2010	FL
22	71	2010	FL
23	2849	2010	FL
31	2213	2010	FL
42	3108	2010	FL
44	3163	2010	FL
48	1303	2010	FL
51	704	2010	FL
52	1514	2010	FL
53	1014	2010	FL
54	3358	2010	FL
55	1239	2010	FL
56	2695	2010	FL
61	998	2010	FL
62	4067	2010	FL
71	1021	2010	FL
72	5290	2010	FL
81	2548	2010	FL
99	0	2010	FL
11	99	2010	GA
21	43	2010	GA
22	70	2010	GA
23	1484	2010	GA
31	2079	2010	GA
42	2525	2010	GA
44	1992	2010	GA
48	1051	2010	GA
51	567	2010	GA
52	1060	2010	GA
53	629	2010	GA
54	2079	2010	GA
55	952	2010	GA
56	1550	2010	GA
61	486	2010	GA
62	2445	2010	GA
71	368	2010	GA
72	3093	2010	GA
81	1528	2010	GA
99	0	2010	GA
11	5	2010	HI
21	4	2010	HI
22	12	2010	HI
23	310	2010	HI
31	139	2010	HI
42	367	2010	HI
44	488	2010	HI
48	212	2010	HI
51	97	2010	HI
52	197	2010	HI
53	158	2010	HI
54	368	2010	HI
55	170	2010	HI
56	316	2010	HI
61	129	2010	HI
62	309	2010	HI
71	121	2010	HI
72	666	2010	HI
81	299	2010	HI
99	0	2010	HI
11	31	2010	ID
21	24	2010	ID
22	26	2010	ID
23	283	2010	ID
31	393	2010	ID
42	541	2010	ID
44	677	2010	ID
48	208	2010	ID
51	134	2010	ID
52	245	2010	ID
53	102	2010	ID
54	335	2010	ID
55	148	2010	ID
56	263	2010	ID
61	80	2010	ID
62	597	2010	ID
71	92	2010	ID
72	577	2010	ID
81	200	2010	ID
99	0	2010	ID
11	18	2010	IL
21	88	2010	IL
22	72	2010	IL
23	1696	2010	IL
31	4105	2010	IL
42	3604	2010	IL
44	3096	2010	IL
48	1465	2010	IL
51	777	2010	IL
52	1793	2010	IL
53	815	2010	IL
54	2937	2010	IL
55	1313	2010	IL
56	2157	2010	IL
61	900	2010	IL
62	3678	2010	IL
71	665	2010	IL
72	4222	2010	IL
81	2338	2010	IL
99	1	2010	IL
11	16	2010	IN
21	64	2010	IN
22	68	2010	IN
23	1020	2010	IN
31	2653	2010	IN
42	1697	2010	IN
44	1826	2010	IN
48	844	2010	IN
51	319	2010	IN
52	694	2010	IN
53	389	2010	IN
54	1115	2010	IN
55	583	2010	IN
56	969	2010	IN
61	337	2010	IN
62	1817	2010	IN
71	329	2010	IN
72	2204	2010	IN
81	1193	2010	IN
99	0	2010	IN
11	22	2010	IA
21	25	2010	IA
22	51	2010	IA
23	549	2010	IA
31	1120	2010	IA
42	1070	2010	IA
44	1160	2010	IA
48	429	2010	IA
51	246	2010	IA
52	544	2010	IA
53	209	2010	IA
54	559	2010	IA
55	350	2010	IA
56	457	2010	IA
61	169	2010	IA
62	1239	2010	IA
71	181	2010	IA
72	1281	2010	IA
81	478	2010	IA
99	1	2010	IA
11	8	2010	KS
21	133	2010	KS
22	41	2010	KS
23	585	2010	KS
31	952	2010	KS
42	1042	2010	KS
44	1113	2010	KS
48	394	2010	KS
51	263	2010	KS
52	585	2010	KS
53	221	2010	KS
54	695	2010	KS
55	386	2010	KS
56	536	2010	KS
61	174	2010	KS
62	1186	2010	KS
71	159	2010	KS
72	1123	2010	KS
81	554	2010	KS
99	0	2010	KS
11	19	2010	KY
21	166	2010	KY
22	41	2010	KY
23	712	2010	KY
31	1299	2010	KY
42	1053	2010	KY
44	1337	2010	KY
48	530	2010	KY
51	255	2010	KY
52	521	2010	KY
53	276	2010	KY
54	716	2010	KY
55	388	2010	KY
56	598	2010	KY
61	186	2010	KY
62	1291	2010	KY
71	209	2010	KY
72	1525	2010	KY
81	659	2010	KY
99	1	2010	KY
11	51	2010	LA
21	349	2010	LA
22	39	2010	LA
23	979	2010	LA
31	891	2010	LA
42	1185	2010	LA
44	1441	2010	LA
48	634	2010	LA
51	203	2010	LA
52	535	2010	LA
53	361	2010	LA
54	985	2010	LA
55	409	2010	LA
56	779	2010	LA
61	332	2010	LA
62	1732	2010	LA
71	214	2010	LA
72	1665	2010	LA
81	820	2010	LA
99	0	2010	LA
11	43	2010	ME
21	5	2010	ME
22	21	2010	ME
23	213	2010	ME
31	407	2010	ME
42	373	2010	ME
44	646	2010	ME
48	166	2010	ME
51	129	2010	ME
52	230	2010	ME
53	101	2010	ME
54	316	2010	ME
55	146	2010	ME
56	246	2010	ME
61	92	2010	ME
62	558	2010	ME
71	82	2010	ME
72	557	2010	ME
81	191	2010	ME
99	0	2010	ME
11	8	2010	MD
21	26	2010	MD
22	30	2010	MD
23	1443	2010	MD
31	869	2010	MD
42	1291	2010	MD
44	1548	2010	MD
48	627	2010	MD
51	401	2010	MD
52	666	2010	MD
53	522	2010	MD
54	2052	2010	MD
55	545	2010	MD
56	1298	2010	MD
61	469	2010	MD
62	1793	2010	MD
71	333	2010	MD
72	1882	2010	MD
81	1191	2010	MD
99	0	2010	MD
11	6	2010	MA
21	17	2010	MA
22	39	2010	MA
23	957	2010	MA
31	1962	2010	MA
42	1766	2010	MA
44	1809	2010	MA
48	691	2010	MA
51	619	2010	MA
52	1031	2010	MA
53	443	2010	MA
54	2115	2010	MA
55	692	2010	MA
56	1209	2010	MA
61	679	2010	MA
62	2227	2010	MA
71	504	2010	MA
72	2476	2010	MA
81	1053	2010	MA
99	1	2010	MA
11	38	2010	MI
21	71	2010	MI
22	43	2010	MI
23	978	2010	MI
31	3288	2010	MI
42	2056	2010	MI
44	2304	2010	MI
48	765	2010	MI
51	448	2010	MI
52	886	2010	MI
53	489	2010	MI
54	1907	2010	MI
55	913	2010	MI
56	1679	2010	MI
61	431	2010	MI
62	2765	2010	MI
71	464	2010	MI
72	3178	2010	MI
81	1459	2010	MI
99	2	2010	MI
11	35	2010	MN
21	25	2010	MN
22	71	2010	MN
23	741	2010	MN
31	2023	2010	MN
42	1687	2010	MN
44	1849	2010	MN
48	715	2010	MN
51	440	2010	MN
52	797	2010	MN
53	405	2010	MN
54	1352	2010	MN
55	693	2010	MN
56	852	2010	MN
61	447	2010	MN
62	2050	2010	MN
71	318	2010	MN
72	2183	2010	MN
81	1187	2010	MN
99	0	2010	MN
11	48	2010	MS
21	80	2010	MS
22	47	2010	MS
23	429	2010	MS
31	795	2010	MS
42	707	2010	MS
44	942	2010	MS
48	390	2010	MS
51	126	2010	MS
52	333	2010	MS
53	166	2010	MS
54	406	2010	MS
55	230	2010	MS
56	359	2010	MS
61	163	2010	MS
62	761	2010	MS
71	87	2010	MS
72	888	2010	MS
81	405	2010	MS
99	0	2010	MS
11	20	2010	MO
21	52	2010	MO
22	61	2010	MO
23	1023	2010	MO
31	1609	2010	MO
42	1746	2010	MO
44	1891	2010	MO
48	677	2010	MO
51	358	2010	MO
52	862	2010	MO
53	451	2010	MO
54	1265	2010	MO
55	725	2010	MO
56	926	2010	MO
61	396	2010	MO
62	2019	2010	MO
71	314	2010	MO
72	2342	2010	MO
81	1144	2010	MO
99	0	2010	MO
11	11	2010	MT
21	72	2010	MT
22	31	2010	MT
23	175	2010	MT
31	190	2010	MT
42	337	2010	MT
44	520	2010	MT
48	146	2010	MT
51	90	2010	MT
52	200	2010	MT
53	73	2010	MT
54	246	2010	MT
55	93	2010	MT
56	153	2010	MT
61	53	2010	MT
62	374	2010	MT
71	100	2010	MT
72	600	2010	MT
81	158	2010	MT
99	0	2010	MT
11	15	2010	NE
21	18	2010	NE
22	17	2010	NE
23	381	2010	NE
31	532	2010	NE
42	738	2010	NE
44	840	2010	NE
48	280	2010	NE
51	197	2010	NE
52	373	2010	NE
53	161	2010	NE
54	448	2010	NE
55	238	2010	NE
56	327	2010	NE
61	127	2010	NE
62	747	2010	NE
71	123	2010	NE
72	786	2010	NE
81	417	2010	NE
99	0	2010	NE
11	0	2010	NV
21	53	2010	NV
22	28	2010	NV
23	687	2010	NV
31	457	2010	NV
42	782	2010	NV
44	938	2010	NV
48	358	2010	NV
51	172	2010	NV
52	457	2010	NV
53	302	2010	NV
54	705	2010	NV
55	316	2010	NV
56	700	2010	NV
61	131	2010	NV
62	659	2010	NV
71	220	2010	NV
72	1043	2010	NV
81	365	2010	NV
99	0	2010	NV
11	5	2010	NH
21	5	2010	NH
22	22	2010	NH
23	229	2010	NH
31	556	2010	NH
42	488	2010	NH
44	731	2010	NH
48	132	2010	NH
51	162	2010	NH
52	268	2010	NH
53	118	2010	NH
54	407	2010	NH
55	138	2010	NH
56	273	2010	NH
61	133	2010	NH
62	491	2010	NH
71	128	2010	NH
72	595	2010	NH
81	226	2010	NH
99	0	2010	NH
11	11	2010	NJ
21	24	2010	NJ
22	41	2010	NJ
23	1265	2010	NJ
31	2196	2010	NJ
42	2704	2010	NJ
44	2122	2010	NJ
48	1199	2010	NJ
51	521	2010	NJ
52	979	2010	NJ
53	556	2010	NJ
54	2535	2010	NJ
55	841	2010	NJ
56	1590	2010	NJ
61	745	2010	NJ
62	2972	2010	NJ
71	535	2010	NJ
72	2291	2010	NJ
81	1439	2010	NJ
99	1	2010	NJ
11	4	2010	NM
21	182	2010	NM
22	31	2010	NM
23	471	2010	NM
31	277	2010	NM
42	540	2010	NM
44	734	2010	NM
48	233	2010	NM
51	138	2010	NM
52	286	2010	NM
53	159	2010	NM
54	470	2010	NM
55	151	2010	NM
56	318	2010	NM
61	127	2010	NM
62	706	2010	NM
71	108	2010	NM
72	823	2010	NM
81	344	2010	NM
99	1	2010	NM
11	25	2010	NY
21	56	2010	NY
22	70	2010	NY
23	2826	2010	NY
31	3783	2010	NY
42	4047	2010	NY
44	4247	2010	NY
48	1626	2010	NY
51	1329	2010	NY
52	2161	2010	NY
53	1461	2010	NY
54	4324	2010	NY
55	1546	2010	NY
56	2852	2010	NY
61	1778	2010	NY
62	5639	2010	NY
71	1227	2010	NY
72	5672	2010	NY
