naics	susb_statenaics_firms	yr	state
71	671	2002	IL
72	3863	2002	IL
81	2569	2002	IL
95	363	2002	IL
99	2	2002	IL
11	14	2002	IN
21	69	2002	IN
22	64	2002	IN
23	1406	2002	IN
31	3125	2002	IN
42	1827	2002	IN
44	2438	2002	IN
48	733	2002	IN
51	330	2002	IN
52	739	2002	IN
53	401	2002	IN
54	1030	2002	IN
55	614	2002	IN
56	944	2002	IN
61	296	2002	IN
62	1598	2002	IN
71	344	2002	IN
72	2156	2002	IN
81	1296	2002	IN
95	173	2002	IN
99	4	2002	IN
11	24	2002	IA
21	30	2002	IA
22	46	2002	IA
23	577	2002	IA
31	1195	2002	IA
42	1085	2002	IA
44	1420	2002	IA
48	377	2002	IA
51	223	2002	IA
52	532	2002	IA
53	203	2002	IA
54	469	2002	IA
55	316	2002	IA
56	423	2002	IA
61	185	2002	IA
62	1108	2002	IA
71	170	2002	IA
72	1169	2002	IA
81	508	2002	IA
95	87	2002	IA
99	0	2002	IA
11	11	2002	KS
21	116	2002	KS
22	36	2002	KS
23	662	2002	KS
31	1011	2002	KS
42	1072	2002	KS
44	1284	2002	KS
48	318	2002	KS
51	235	2002	KS
52	570	2002	KS
53	216	2002	KS
54	589	2002	KS
55	382	2002	KS
56	491	2002	KS
61	170	2002	KS
62	986	2002	KS
71	180	2002	KS
72	1108	2002	KS
81	573	2002	KS
95	96	2002	KS
99	1	2002	KS
11	24	2002	KY
21	196	2002	KY
22	41	2002	KY
23	872	2002	KY
31	1465	2002	KY
42	1128	2002	KY
44	1648	2002	KY
48	451	2002	KY
51	230	2002	KY
52	542	2002	KY
53	250	2002	KY
54	657	2002	KY
55	383	2002	KY
56	541	2002	KY
61	213	2002	KY
62	1178	2002	KY
71	198	2002	KY
72	1448	2002	KY
81	715	2002	KY
95	143	2002	KY
99	1	2002	KY
11	53	2002	LA
21	331	2002	LA
22	37	2002	LA
23	969	2002	LA
31	1000	2002	LA
42	1301	2002	LA
44	1672	2002	LA
48	595	2002	LA
51	198	2002	LA
52	574	2002	LA
53	353	2002	LA
54	867	2002	LA
55	365	2002	LA
56	736	2002	LA
61	315	2002	LA
62	1320	2002	LA
71	222	2002	LA
72	1513	2002	LA
81	939	2002	LA
95	95	2002	LA
99	2	2002	LA
11	37	2002	ME
21	5	2002	ME
22	25	2002	ME
23	225	2002	ME
31	456	2002	ME
42	357	2002	ME
44	733	2002	ME
48	158	2002	ME
51	109	2002	ME
52	217	2002	ME
53	94	2002	ME
54	262	2002	ME
55	138	2002	ME
56	197	2002	ME
61	98	2002	ME
62	560	2002	ME
71	76	2002	ME
72	538	2002	ME
81	189	2002	ME
95	36	2002	ME
99	0	2002	ME
11	11	2002	MD
21	35	2002	MD
22	29	2002	MD
23	1689	2002	MD
31	1123	2002	MD
42	1364	2002	MD
44	1910	2002	MD
48	570	2002	MD
51	406	2002	MD
52	717	2002	MD
53	480	2002	MD
54	1866	2002	MD
55	521	2002	MD
56	1149	2002	MD
61	458	2002	MD
62	1563	2002	MD
71	323	2002	MD
72	1748	2002	MD
81	1245	2002	MD
95	165	2002	MD
99	0	2002	MD
11	6	2002	MA
21	30	2002	MA
22	43	2002	MA
23	1248	2002	MA
31	2659	2002	MA
42	1975	2002	MA
44	2374	2002	MA
48	628	2002	MA
51	658	2002	MA
52	1027	2002	MA
53	489	2002	MA
54	2223	2002	MA
55	683	2002	MA
56	1196	2002	MA
61	634	2002	MA
62	2116	2002	MA
71	484	2002	MA
72	2362	2002	MA
81	1261	2002	MA
95	200	2002	MA
99	4	2002	MA
11	32	2002	MI
21	83	2002	MI
22	37	2002	MI
23	1765	2002	MI
31	4197	2002	MI
42	2395	2002	MI
44	3311	2002	MI
48	728	2002	MI
51	510	2002	MI
52	996	2002	MI
53	549	2002	MI
54	1989	2002	MI
55	931	2002	MI
56	1746	2002	MI
61	457	2002	MI
62	2577	2002	MI
71	531	2002	MI
72	3347	2002	MI
81	1784	2002	MI
95	252	2002	MI
99	5	2002	MI
11	25	2002	MN
21	24	2002	MN
22	64	2002	MN
23	1121	2002	MN
31	2268	2002	MN
42	1855	2002	MN
44	2287	2002	MN
48	560	2002	MN
51	441	2002	MN
52	847	2002	MN
53	423	2002	MN
54	1261	2002	MN
55	669	2002	MN
56	860	2002	MN
61	381	2002	MN
62	1629	2002	MN
71	347	2002	MN
72	2050	2002	MN
81	1301	2002	MN
95	153	2002	MN
99	2	2002	MN
11	55	2002	MS
21	83	2002	MS
22	46	2002	MS
23	476	2002	MS
31	954	2002	MS
42	700	2002	MS
44	1144	2002	MS
48	299	2002	MS
51	132	2002	MS
52	345	2002	MS
53	136	2002	MS
54	382	2002	MS
55	220	2002	MS
56	329	2002	MS
61	169	2002	MS
62	631	2002	MS
71	100	2002	MS
72	806	2002	MS
81	450	2002	MS
95	80	2002	MS
99	0	2002	MS
11	18	2002	MO
21	58	2002	MO
22	72	2002	MO
23	1374	2002	MO
31	2004	2002	MO
42	1890	2002	MO
44	2357	2002	MO
48	641	2002	MO
51	384	2002	MO
52	876	2002	MO
53	443	2002	MO
54	1165	2002	MO
55	654	2002	MO
56	870	2002	MO
61	384	2002	MO
62	1795	2002	MO
71	322	2002	MO
72	2169	2002	MO
81	1263	2002	MO
95	198	2002	MO
99	0	2002	MO
11	17	2002	MT
21	58	2002	MT
22	27	2002	MT
23	158	2002	MT
31	208	2002	MT
42	301	2002	MT
44	519	2002	MT
48	129	2002	MT
51	86	2002	MT
52	179	2002	MT
53	61	2002	MT
54	203	2002	MT
55	85	2002	MT
56	132	2002	MT
61	46	2002	MT
62	309	2002	MT
71	113	2002	MT
72	552	2002	MT
81	143	2002	MT
95	27	2002	MT
99	0	2002	MT
11	18	2002	NE
21	25	2002	NE
22	15	2002	NE
23	399	2002	NE
31	555	2002	NE
42	744	2002	NE
44	892	2002	NE
48	252	2002	NE
51	161	2002	NE
52	380	2002	NE
53	157	2002	NE
54	367	2002	NE
55	214	2002	NE
56	316	2002	NE
61	132	2002	NE
62	591	2002	NE
71	138	2002	NE
72	728	2002	NE
81	394	2002	NE
95	69	2002	NE
99	0	2002	NE
11	2	2002	NV
21	54	2002	NV
22	27	2002	NV
23	899	2002	NV
31	465	2002	NV
42	734	2002	NV
44	1037	2002	NV
48	267	2002	NV
51	164	2002	NV
52	475	2002	NV
53	298	2002	NV
54	584	2002	NV
55	307	2002	NV
56	562	2002	NV
61	80	2002	NV
62	521	2002	NV
71	224	2002	NV
72	789	2002	NV
81	358	2002	NV
95	92	2002	NV
99	1	2002	NV
11	13	2002	NH
21	10	2002	NH
22	21	2002	NH
23	286	2002	NH
31	675	2002	NH
42	464	2002	NH
44	881	2002	NH
48	120	2002	NH
51	151	2002	NH
52	244	2002	NH
53	122	2002	NH
54	365	2002	NH
55	124	2002	NH
56	246	2002	NH
61	119	2002	NH
62	434	2002	NH
71	112	2002	NH
72	605	2002	NH
81	247	2002	NH
95	44	2002	NH
99	0	2002	NH
11	10	2002	NJ
21	37	2002	NJ
22	45	2002	NJ
23	1523	2002	NJ
31	3049	2002	NJ
42	3077	2002	NJ
44	2577	2002	NJ
48	1129	2002	NJ
51	548	2002	NJ
52	1056	2002	NJ
53	580	2002	NJ
54	2602	2002	NJ
55	837	2002	NJ
56	1643	2002	NJ
61	679	2002	NJ
62	2455	2002	NJ
71	509	2002	NJ
72	2053	2002	NJ
81	1571	2002	NJ
95	310	2002	NJ
99	1	2002	NJ
11	6	2002	NM
21	185	2002	NM
22	29	2002	NM
23	473	2002	NM
31	300	2002	NM
42	528	2002	NM
44	825	2002	NM
48	189	2002	NM
51	132	2002	NM
52	299	2002	NM
53	155	2002	NM
54	414	2002	NM
55	151	2002	NM
56	269	2002	NM
61	119	2002	NM
62	520	2002	NM
71	103	2002	NM
72	860	2002	NM
81	340	2002	NM
95	41	2002	NM
99	2	2002	NM
11	34	2002	NY
21	61	2002	NY
22	73	2002	NY
23	2994	2002	NY
31	5146	2002	NY
42	4526	2002	NY
44	4834	2002	NY
48	1546	2002	NY
51	1436	2002	NY
52	2097	2002	NY
53	1413	2002	NY
54	4274	2002	NY
55	1405	2002	NY
56	2770	2002	NY
61	1645	2002	NY
62	5103	2002	NY
71	1173	2002	NY
72	4734	2002	NY
81	3061	2002	NY
95	370	2002	NY
99	7	2002	NY
11	57	2002	NC
21	39	2002	NC
22	62	2002	NC
23	1965	2002	NC
31	3214	2002	NC
42	2325	2002	NC
44	2634	2002	NC
48	753	2002	NC
51	424	2002	NC
52	763	2002	NC
53	481	2002	NC
54	1616	2002	NC
55	794	2002	NC
56	1295	2002	NC
61	422	2002	NC
62	2439	2002	NC
71	504	2002	NC
72	2648	2002	NC
81	1417	2002	NC
95	249	2002	NC
99	4	2002	NC
11	4	2002	ND
21	51	2002	ND
22	20	2002	ND
23	156	2002	ND
31	187	2002	ND
42	363	2002	ND
44	469	2002	ND
48	114	2002	ND
51	83	2002	ND
52	151	2002	ND
53	60	2002	ND
54	117	2002	ND
55	73	2002	ND
56	89	2002	ND
61	47	2002	ND
62	241	2002	ND
71	42	2002	ND
72	348	2002	ND
81	160	2002	ND
95	13	2002	ND
99	0	2002	ND
11	23	2002	OH
21	132	2002	OH
22	69	2002	OH
23	2197	2002	OH
31	5279	2002	OH
42	3178	2002	OH
44	3712	2002	OH
48	1041	2002	OH
51	524	2002	OH
52	1159	2002	OH
53	725	2002	OH
54	2220	2002	OH
55	1215	2002	OH
56	1788	2002	OH
61	750	2002	OH
62	3499	2002	OH
71	684	2002	OH
72	3659	2002	OH
81	2296	2002	OH
95	370	2002	OH
99	2	2002	OH
11	16	2002	OK
21	277	2002	OK
22	64	2002	OK
23	632	2002	OK
31	1046	2002	OK
42	1044	2002	OK
44	1221	2002	OK
48	341	2002	OK
51	215	2002	OK
52	505	2002	OK
53	228	2002	OK
54	579	2002	OK
55	336	2002	OK
56	526	2002	OK
61	153	2002	OK
62	1069	2002	OK
71	150	2002	OK
72	1141	2002	OK
81	712	2002	OK
95	99	2002	OK
99	1	2002	OK
11	176	2002	OR
21	28	2002	OR
22	32	2002	OR
23	700	2002	OR
31	1385	2002	OR
42	1258	2002	OR
44	1464	2002	OR
48	413	2002	OR
51	268	2002	OR
52	496	2002	OR
53	315	2002	OR
54	790	2002	OR
55	405	2002	OR
56	580	2002	OR
61	227	2002	OR
62	1048	2002	OR
71	221	2002	OR
72	1396	2002	OR
81	631	2002	OR
95	147	2002	OR
99	0	2002	OR
11	27	2002	PA
21	178	2002	PA
22	86	2002	PA
23	2291	2002	PA
31	4959	2002	PA
42	3191	2002	PA
44	4250	2002	PA
48	1218	2002	PA
51	726	2002	PA
52	1264	2002	PA
53	700	2002	PA
54	2735	2002	PA
55	1172	2002	PA
56	1838	2002	PA
61	875	2002	PA
62	3762	2002	PA
71	710	2002	PA
72	3551	2002	PA
81	2260	2002	PA
95	385	2002	PA
99	3	2002	PA
11	2	2002	RI
21	5	2002	RI
22	9	2002	RI
23	181	2002	RI
31	569	2002	RI
42	368	2002	RI
44	534	2002	RI
48	101	2002	RI
51	90	2002	RI
52	191	2002	RI
53	96	2002	RI
54	237	2002	RI
55	96	2002	RI
56	224	2002	RI
61	98	2002	RI
62	462	2002	RI
71	83	2002	RI
72	480	2002	RI
81	208	2002	RI
95	16	2002	RI
99	0	2002	RI
11	52	2002	SC
21	24	2002	SC
22	42	2002	SC
23	979	2002	SC
31	1440	2002	SC
42	1089	2002	SC
44	1441	2002	SC
48	427	2002	SC
51	207	2002	SC
52	445	2002	SC
53	254	2002	SC
54	701	2002	SC
55	330	2002	SC
56	676	2002	SC
61	203	2002	SC
62	1036	2002	SC
71	278	2002	SC
72	1569	2002	SC
81	826	2002	SC
95	110	2002	SC
99	1	2002	SC
11	10	2002	SD
21	18	2002	SD
22	28	2002	SD
23	167	2002	SD
31	265	2002	SD
42	334	2002	SD
44	532	2002	SD
48	111	2002	SD
51	86	2002	SD
52	182	2002	SD
53	76	2002	SD
54	110	2002	SD
55	90	2002	SD
56	117	2002	SD
61	50	2002	SD
62	302	2002	SD
71	77	2002	SD
72	440	2002	SD
81	155	2002	SD
95	20	2002	SD
99	0	2002	SD
11	14	2002	TN
21	60	2002	TN
22	41	2002	TN
23	1217	2002	TN
31	2240	2002	TN
42	1696	2002	TN
44	2073	2002	TN
48	675	2002	TN
51	362	2002	TN
52	740	2002	TN
53	379	2002	TN
54	1030	2002	TN
55	595	2002	TN
56	979	2002	TN
61	263	2002	TN
62	1484	2002	TN
71	270	2002	TN
72	1786	2002	TN
81	1175	2002	TN
95	196	2002	TN
99	0	2002	TN
11	90	2002	TX
21	762	2002	TX
22	171	2002	TX
23	4502	2002	TX
31	5389	2002	TX
42	5129	2002	TX
44	4805	2002	TX
48	1856	2002	TX
51	1076	2002	TX
52	2156	2002	TX
53	1287	2002	TX
54	4134	2002	TX
55	1980	2002	TX
56	3348	2002	TX
61	996	2002	TX
62	4791	2002	TX
71	795	2002	TX
72	6032	2002	TX
81	4052	2002	TX
95	556	2002	TX
99	7	2002	TX
11	4	2002	UT
21	100	2002	UT
22	17	2002	UT
23	594	2002	UT
31	829	2002	UT
42	825	2002	UT
44	990	2002	UT
48	295	2002	UT
51	237	2002	UT
52	376	2002	UT
53	190	2002	UT
54	638	2002	UT
55	227	2002	UT
56	423	2002	UT
61	110	2002	UT
62	486	2002	UT
71	117	2002	UT
72	844	2002	UT
81	317	2002	UT
95	88	2002	UT
99	0	2002	UT
11	4	2002	VT
21	12	2002	VT
22	16	2002	VT
23	114	2002	VT
31	317	2002	VT
42	228	2002	VT
44	506	2002	VT
48	87	2002	VT
51	82	2002	VT
52	124	2002	VT
53	54	2002	VT
54	142	2002	VT
55	70	2002	VT
56	98	2002	VT
61	91	2002	VT
62	232	2002	VT
71	38	2002	VT
72	378	2002	VT
81	103	2002	VT
95	20	2002	VT
99	0	2002	VT
11	29	2002	VA
21	117	2002	VA
22	54	2002	VA
23	2008	2002	VA
31	1703	2002	VA
42	1630	2002	VA
44	2463	2002	VA
48	701	2002	VA
51	609	2002	VA
52	804	2002	VA
53	546	2002	VA
54	2480	2002	VA
55	699	2002	VA
56	1414	2002	VA
61	438	2002	VA
62	1857	2002	VA
71	424	2002	VA
72	2196	2002	VA
81	1558	2002	VA
95	195	2002	VA
99	1	2002	VA
11	145	2002	WA
21	38	2002	WA
22	31	2002	WA
23	1342	2002	WA
31	1801	2002	WA
42	1897	2002	WA
44	2145	2002	WA
48	683	2002	WA
51	490	2002	WA
52	721	2002	WA
53	487	2002	WA
54	1474	2002	WA
55	615	2002	WA
56	868	2002	WA
61	358	2002	WA
62	1649	2002	WA
71	425	2002	WA
72	2079	2002	WA
81	1099	2002	WA
95	197	2002	WA
99	2	2002	WA
11	10	2002	WV
21	151	2002	WV
22	21	2002	WV
23	278	2002	WV
31	503	2002	WV
42	438	2002	WV
44	802	2002	WV
48	201	2002	WV
51	97	2002	WV
52	221	2002	WV
53	125	2002	WV
54	291	2002	WV
55	144	2002	WV
56	213	2002	WV
61	70	2002	WV
62	612	2002	WV
71	72	2002	WV
72	555	2002	WV
81	300	2002	WV
95	51	2002	WV
99	0	2002	WV
11	24	2002	WI
21	46	2002	WI
22	43	2002	WI
23	1075	2002	WI
31	3127	2002	WI
42	1673	2002	WI
44	2394	2002	WI
48	755	2002	WI
51	348	2002	WI
52	790	2002	WI
53	309	2002	WI
54	1055	2002	WI
55	551	2002	WI
56	860	2002	WI
61	366	2002	WI
62	1560	2002	WI
71	383	2002	WI
72	2359	2002	WI
81	1175	2002	WI
95	186	2002	WI
99	0	2002	WI
11	5	2002	WY
21	173	2002	WY
22	20	2002	WY
23	168	2002	WY
31	119	2002	WY
42	198	2002	WY
44	384	2002	WY
48	99	2002	WY
51	77	2002	WY
52	118	2002	WY
53	64	2002	WY
54	100	2002	WY
55	57	2002	WY
56	81	2002	WY
61	17	2002	WY
62	194	2002	WY
71	30	2002	WY
72	341	2002	WY
81	94	2002	WY
95	21	2002	WY
99	0	2002	WY
11	79	2003	AL
21	104	2003	AL
22	35	2003	AL
23	1071	2003	AL
31	1587	2003	AL
42	1220	2003	AL
44	1612	2003	AL
48	546	2003	AL
51	254	2003	AL
52	481	2003	AL
53	250	2003	AL
54	845	2003	AL
55	379	2003	AL
56	627	2003	AL
61	219	2003	AL
62	1178	2003	AL
71	162	2003	AL
72	1242	2003	AL
81	873	2003	AL
99	0	2003	AL
11	19	2003	AK
21	50	2003	AK
22	20	2003	AK
23	167	2003	AK
31	73	2003	AK
42	197	2003	AK
44	313	2003	AK
48	149	2003	AK
51	59	2003	AK
52	95	2003	AK
53	58	2003	AK
54	177	2003	AK
55	79	2003	AK
56	118	2003	AK
61	37	2003	AK
62	215	2003	AK
71	41	2003	AK
72	240	2003	AK
81	119	2003	AK
99	0	2003	AK
11	20	2003	AZ
21	56	2003	AZ
22	34	2003	AZ
23	1757	2003	AZ
31	1314	2003	AZ
42	1405	2003	AZ
44	1576	2003	AZ
48	512	2003	AZ
51	366	2003	AZ
52	695	2003	AZ
53	475	2003	AZ
54	1176	2003	AZ
55	477	2003	AZ
56	1166	2003	AZ
61	339	2003	AZ
62	1241	2003	AZ
71	302	2003	AZ
72	1863	2003	AZ
81	920	2003	AZ
99	3	2003	AZ
11	61	2003	AR
21	62	2003	AR
22	33	2003	AR
23	532	2003	AR
31	978	2003	AR
42	817	2003	AR
44	1044	2003	AR
48	342	2003	AR
51	160	2003	AR
52	340	2003	AR
53	153	2003	AR
54	334	2003	AR
55	257	2003	AR
56	371	2003	AR
61	120	2003	AR
62	768	2003	AR
71	121	2003	AR
72	962	2003	AR
81	482	2003	AR
99	0	2003	AR
11	268	2003	CA
21	201	2003	CA
22	95	2003	CA
23	8141	2003	CA
31	12235	2003	CA
42	8600	2003	CA
44	8178	2003	CA
48	3041	2003	CA
51	2402	2003	CA
52	2828	2003	CA
53	2479	2003	CA
54	7904	2003	CA
55	2633	2003	CA
56	5555	2003	CA
61	2120	2003	CA
62	7259	2003	CA
71	1907	2003	CA
72	10445	2003	CA
81	5347	2003	CA
99	23	2003	CA
11	17	2003	CO
21	172	2003	CO
22	49	2003	CO
23	1458	2003	CO
31	1135	2003	CO
42	1499	2003	CO
44	1634	2003	CO
48	492	2003	CO
51	469	2003	CO
52	737	2003	CO
53	464	2003	CO
54	1526	2003	CO
55	544	2003	CO
56	990	2003	CO
61	299	2003	CO
62	1263	2003	CO
71	303	2003	CO
72	2103	2003	CO
81	910	2003	CO
99	2	2003	CO
11	5	2003	CT
21	9	2003	CT
22	30	2003	CT
23	570	2003	CT
31	1515	2003	CT
42	1068	2003	CT
44	1473	2003	CT
48	366	2003	CT
51	342	2003	CT
52	627	2003	CT
53	260	2003	CT
54	974	2003	CT
55	408	2003	CT
56	680	2003	CT
61	291	2003	CT
62	1359	2003	CT
71	298	2003	CT
72	1201	2003	CT
81	658	2003	CT
99	0	2003	CT
11	2	2003	DE
21	2	2003	DE
22	11	2003	DE
23	263	2003	DE
31	225	2003	DE
42	277	2003	DE
44	618	2003	DE
48	142	2003	DE
51	85	2003	DE
52	360	2003	DE
53	217	2003	DE
54	308	2003	DE
55	683	2003	DE
56	231	2003	DE
61	73	2003	DE
62	330	2003	DE
71	68	2003	DE
72	352	2003	DE
81	208	2003	DE
99	0	2003	DE
11	0	2003	DC
21	4	2003	DC
22	22	2003	DC
23	75	2003	DC
31	27	2003	DC
42	120	2003	DC
44	286	2003	DC
48	69	2003	DC
51	214	2003	DC
52	229	2003	DC
53	135	2003	DC
54	897	2003	DC
55	162	2003	DC
56	302	2003	DC
61	148	2003	DC
62	336	2003	DC
71	59	2003	DC
72	396	2003	DC
81	792	2003	DC
99	0	2003	DC
11	115	2003	FL
21	67	2003	FL
22	71	2003	FL
23	4124	2003	FL
31	2929	2003	FL
42	3446	2003	FL
44	3790	2003	FL
48	1257	2003	FL
51	799	2003	FL
52	1664	2003	FL
53	1035	2003	FL
54	3513	2003	FL
55	1201	2003	FL
56	2762	2003	FL
61	897	2003	FL
62	3731	2003	FL
71	979	2003	FL
72	4848	2003	FL
81	2800	2003	FL
99	9	2003	FL
11	113	2003	GA
21	49	2003	GA
22	69	2003	GA
23	1961	2003	GA
31	2578	2003	GA
42	2749	2003	GA
44	2475	2003	GA
48	1031	2003	GA
51	613	2003	GA
52	1109	2003	GA
53	620	2003	GA
54	2092	2003	GA
55	918	2003	GA
56	1507	2003	GA
61	431	2003	GA
62	2168	2003	GA
71	369	2003	GA
72	2672	2003	GA
81	1605	2003	GA
99	6	2003	GA
11	7	2003	HI
21	3	2003	HI
22	13	2003	HI
23	319	2003	HI
31	170	2003	HI
42	370	2003	HI
44	548	2003	HI
48	213	2003	HI
51	90	2003	HI
52	188	2003	HI
53	157	2003	HI
54	316	2003	HI
55	153	2003	HI
56	289	2003	HI
61	106	2003	HI
62	268	2003	HI
71	134	2003	HI
72	681	2003	HI
81	290	2003	HI
99	0	2003	HI
11	42	2003	ID
21	27	2003	ID
22	26	2003	ID
23	309	2003	ID
31	396	2003	ID
42	503	2003	ID
44	757	2003	ID
48	201	2003	ID
51	125	2003	ID
52	209	2003	ID
53	92	2003	ID
54	294	2003	ID
55	125	2003	ID
56	229	2003	ID
61	62	2003	ID
62	443	2003	ID
71	83	2003	ID
72	549	2003	ID
81	194	2003	ID
99	0	2003	ID
11	27	2003	IL
21	98	2003	IL
22	73	2003	IL
23	2591	2003	IL
31	5072	2003	IL
42	3972	2003	IL
44	3890	2003	IL
48	1486	2003	IL
51	882	2003	IL
52	1873	2003	IL
53	847	2003	IL
54	3031	2003	IL
55	1269	2003	IL
56	2243	2003	IL
61	842	2003	IL
62	3380	2003	IL
71	680	2003	IL
72	4058	2003	IL
81	2564	2003	IL
99	4	2003	IL
11	15	2003	IN
21	73	2003	IN
22	61	2003	IN
23	1351	2003	IN
31	3138	2003	IN
42	1763	2003	IN
44	2322	2003	IN
48	806	2003	IN
51	352	2003	IN
52	779	2003	IN
53	409	2003	IN
54	1066	2003	IN
55	592	2003	IN
56	951	2003	IN
61	296	2003	IN
62	1652	2003	IN
71	366	2003	IN
72	2168	2003	IN
81	1288	2003	IN
99	0	2003	IN
11	25	2003	IA
21	32	2003	IA
22	48	2003	IA
23	602	2003	IA
31	1223	2003	IA
42	1088	2003	IA
44	1368	2003	IA
48	419	2003	IA
51	228	2003	IA
52	542	2003	IA
53	216	2003	IA
54	495	2003	IA
55	308	2003	IA
56	429	2003	IA
61	178	2003	IA
62	1129	2003	IA
71	180	2003	IA
72	1214	2003	IA
81	503	2003	IA
99	0	2003	IA
11	11	2003	KS
21	111	2003	KS
22	36	2003	KS
23	655	2003	KS
31	1009	2003	KS
42	1071	2003	KS
44	1250	2003	KS
48	369	2003	KS
51	255	2003	KS
52	586	2003	KS
53	215	2003	KS
54	602	2003	KS
55	365	2003	KS
56	494	2003	KS
61	163	2003	KS
62	1034	2003	KS
71	172	2003	KS
72	1095	2003	KS
81	562	2003	KS
99	3	2003	KS
11	21	2003	KY
21	178	2003	KY
22	40	2003	KY
23	868	2003	KY
31	1490	2003	KY
42	1107	2003	KY
44	1611	2003	KY
48	503	2003	KY
51	247	2003	KY
52	559	2003	KY
53	260	2003	KY
54	686	2003	KY
55	389	2003	KY
56	544	2003	KY
61	211	2003	KY
62	1201	2003	KY
71	197	2003	KY
72	1416	2003	KY
81	730	2003	KY
99	4	2003	KY
11	70	2003	LA
21	321	2003	LA
22	38	2003	LA
23	1012	2003	LA
31	1024	2003	LA
42	1233	2003	LA
44	1725	2003	LA
48	658	2003	LA
51	216	2003	LA
52	582	2003	LA
53	353	2003	LA
54	890	2003	LA
55	367	2003	LA
56	749	2003	LA
61	323	2003	LA
62	1414	2003	LA
71	232	2003	LA
72	1592	2003	LA
81	925	2003	LA
99	3	2003	LA
11	40	2003	ME
21	5	2003	ME
22	25	2003	ME
23	239	2003	ME
31	457	2003	ME
42	367	2003	ME
44	707	2003	ME
48	157	2003	ME
51	112	2003	ME
52	233	2003	ME
53	94	2003	ME
54	262	2003	ME
55	126	2003	ME
56	225	2003	ME
61	95	2003	ME
62	556	2003	ME
71	81	2003	ME
72	544	2003	ME
81	200	2003	ME
99	0	2003	ME
11	11	2003	MD
21	34	2003	MD
22	27	2003	MD
23	1723	2003	MD
31	1111	2003	MD
42	1378	2003	MD
44	1858	2003	MD
48	649	2003	MD
51	419	2003	MD
52	738	2003	MD
53	469	2003	MD
54	1914	2003	MD
55	520	2003	MD
56	1190	2003	MD
61	466	2003	MD
62	1574	2003	MD
71	320	2003	MD
72	1768	2003	MD
81	1206	2003	MD
99	0	2003	MD
11	5	2003	MA
21	28	2003	MA
22	42	2003	MA
23	1218	2003	MA
31	2591	2003	MA
42	1945	2003	MA
44	2329	2003	MA
48	684	2003	MA
51	692	2003	MA
52	1031	2003	MA
53	471	2003	MA
54	2202	2003	MA
55	675	2003	MA
56	1231	2003	MA
61	612	2003	MA
62	2098	2003	MA
71	466	2003	MA
72	2419	2003	MA
81	1188	2003	MA
99	7	2003	MA
11	28	2003	MI
21	83	2003	MI
22	40	2003	MI
23	1665	2003	MI
31	4274	2003	MI
42	2333	2003	MI
44	3244	2003	MI
48	813	2003	MI
51	526	2003	MI
52	1022	2003	MI
53	566	2003	MI
54	2106	2003	MI
55	912	2003	MI
56	1945	2003	MI
61	437	2003	MI
62	2670	2003	MI
71	556	2003	MI
72	3344	2003	MI
81	1789	2003	MI
99	18	2003	MI
11	25	2003	MN
21	27	2003	MN
22	63	2003	MN
23	1142	2003	MN
31	2286	2003	MN
42	1812	2003	MN
44	2246	2003	MN
48	628	2003	MN
51	486	2003	MN
52	878	2003	MN
53	432	2003	MN
54	1288	2003	MN
55	642	2003	MN
56	890	2003	MN
61	397	2003	MN
62	1696	2003	MN
71	335	2003	MN
72	2115	2003	MN
81	1272	2003	MN
99	0	2003	MN
11	48	2003	MS
21	81	2003	MS
22	48	2003	MS
23	507	2003	MS
31	958	2003	MS
42	687	2003	MS
44	1151	2003	MS
48	367	2003	MS
51	140	2003	MS
52	333	2003	MS
53	137	2003	MS
54	393	2003	MS
55	215	2003	MS
56	338	2003	MS
61	175	2003	MS
62	670	2003	MS
71	97	2003	MS
72	865	2003	MS
81	422	2003	MS
99	1	2003	MS
11	23	2003	MO
21	59	2003	MO
22	70	2003	MO
23	1400	2003	MO
31	2000	2003	MO
42	1842	2003	MO
44	2369	2003	MO
48	716	2003	MO
51	413	2003	MO
52	892	2003	MO
53	457	2003	MO
54	1193	2003	MO
55	671	2003	MO
56	912	2003	MO
61	374	2003	MO
62	1844	2003	MO
71	339	2003	MO
72	2180	2003	MO
81	1242	2003	MO
99	1	2003	MO
11	14	2003	MT
21	60	2003	MT
22	26	2003	MT
23	168	2003	MT
31	207	2003	MT
42	304	2003	MT
44	542	2003	MT
48	146	2003	MT
51	85	2003	MT
52	178	2003	MT
53	59	2003	MT
54	212	2003	MT
55	80	2003	MT
56	126	2003	MT
61	47	2003	MT
62	312	2003	MT
71	113	2003	MT
72	565	2003	MT
81	144	2003	MT
99	0	2003	MT
11	16	2003	NE
21	21	2003	NE
22	17	2003	NE
23	411	2003	NE
31	561	2003	NE
42	706	2003	NE
44	893	2003	NE
48	291	2003	NE
51	177	2003	NE
52	387	2003	NE
53	154	2003	NE
54	388	2003	NE
55	212	2003	NE
56	330	2003	NE
61	125	2003	NE
62	621	2003	NE
71	141	2003	NE
72	736	2003	NE
81	413	2003	NE
99	0	2003	NE
11	3	2003	NV
21	52	2003	NV
22	21	2003	NV
23	935	2003	NV
31	499	2003	NV
42	733	2003	NV
44	1053	2003	NV
48	319	2003	NV
51	165	2003	NV
52	496	2003	NV
53	306	2003	NV
54	613	2003	NV
55	308	2003	NV
56	617	2003	NV
61	83	2003	NV
62	554	2003	NV
